sentence,label
A story describes the breakthrough period of Muhammad Ali.,2
think we need to figure out a way to uh to make medical care cheaper why is this stuff so expensive why is the cost going up so incredibly fast you know because it's it's coming out of my paycheck it's coming out of your paycheck and it's coming out of our taxes too,1
It was refurbished in the Victorian era but rendered useless by succeeding Nile dams.,0
Zuiganji temple is the center of an old Zen Buddhist seminary.,1
'I hear you've been enjoying yourself.',2
"The Eskdale Corn Mill sits at the very top of the village, over Pack Horse Bridge.",0
"Forced by a cruel publishing house to give up her last, cherished family jewel at a fire-sale price.",1
"In any case, we recommend that you choose from at least two of them, ideally three, when planning your menu. ",1
"The oldest Jewish community still in existence is situated down the coast at Cochin (see page 182), dating back at least to the fourth century a.d.",2
And a trip on a lake ferry can be run in any sort of weather.,2
"And We're boycotting not just hoops shoes, but running shoes, hiking boots, sweatpants, socks.",1
"At the same time, electricity sales in 2020 were projected to decrease by 24% compared to the CEF reference case.",2
Each performance element will include a fully successful performance standard.,0
Extramarital affairs,1
Two tall skyscrapers dominate the plaza.,1
Take two or three days anything less is likely to be a waste of time.,1
it's it's it's a whole monopoly that needs to be broken up that's for sure it doesn't it's they have far too much influence over there and they're so unstable that it makes it hard for um it it makes it hard for us to deal with them i have that same problem at work,0
so i i i i i think it's essential that it's done and i think the real trick is to avoid the you know a little more attention to human psychology and whereas people want round numbers and after all the whole reason to go over to metric is to have round numbers so they don't deal with thirty seconds of an inch and so what the exact,2
"Knott's Berry Farm, the nation's oldest theme park, started as a berry farm on 20 acres (8 hectares) of rented land along a dusty road in Buena Park, just west of Anaheim.",0
"The Golden Horn is an inlet of the Bosphorus, penetrating 71.2 km (41.2 miles) into the hills behind the city.",1
There was a pretty rogue for you! ,1
i think she was i'm not sure it was a hundred or so years ago so i i don't know i'm not real up on past history or anything,1
"One study of 2,500 randomly selected emergency department physicians found that only 55% believed that mental health professionals (psychologists and psychiatrists) can effectively address alcohol problems.",2
"The mob, reportedly acting on Cohn's behalf, threatened Davis with violence to force him into a sham marriage with a fellow African-American.",0
"As a result, the online user could review all comments on a rulemaking and file a responding comment while the comment period was still open.",2
"Madrid remained in Republican hands for most of the war, but the government was evacuated in the early stages of a nationalist siege that lasted until March 1939.",0
"Reading this did make me wish, in hindsight, that ER's biographer were a little less admiringly sober.",0
"A two-hour drive away, at City University of New York Law School in Queens, Rooney spends several days a week helping upstart lawyers develop storefront practices that, like his, provide legal representation to folks who can't afford a $250-an-hour legal counselor.",0
Fish are not working up to their full potential.,2
"Yes, it is suggestive, his eye sweeping the whole length of the wall, ""but it was not his candle that made this great patch, for you perceive that this is white grease; whereas Monsieur Lawrence's candle, which is still on the dressing-table, is pink. ",0
uh it's as years go by it becomes more fun now than it was twenty eight years ago you know but uh,0
it bothers me,1
and it really um we like it it the  interestingly enough one of the features we like are the electric locks,0
La Iglesia de St. Martin is a 12th-century Romanesque beauty with glorious portals and porches.,0
